序号,电影类别,编码,公映证号,片名,第一出品单位,公示批次链接,公示名称,公示日期
21,国产故事片,1103982020,351,起初,江西省朝君影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
22,国产故事片,1103842020,360,抢花炮,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
23,国产故事片,1104062020,362,小丑奇缘,苏州嘉泽影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
24,国产故事片,1104332020,382,我的体育老师,广东群星影业传媒集团有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
25,国产故事片,1104352020,384,凿空者之西极神域,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
26,国产故事片,1104362020,385,凿空者之雪域天马,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
27,国产故事片,1105182020,398,侍神令,工夫影业（宁波）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
28,国产故事片,1104612020,403,父爱永不止息,西安梦界影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
29,国产故事片,1104642020,406,为了明天升起的太阳,宁夏传奇天夏文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
30,国产故事片,1104672020,409,爱的富硒泉,和美影业（佛山）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
31,国产故事片,1104692020,411,失恋之城,映代码（北京）文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
32,国产故事片,1104722020,415,布朗山的儿女,云南中环文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
33,国产故事片,1105002020,429,天鹅湖之恋,中影金马（山东）影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
34,国产故事片,1105032020,432,梭梭草,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
35,国产故事片,1105052020,434,谜踪之国,湖北夺宝奇兵影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
36,国产故事片,1105242020,435,夺宝联盟,上海坤仕影视文化传媒有限公司天津分公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
37,国产故事片,1105072020,437,山村圆舞曲,陕西双百影视文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
38,国产故事片,1105092020,439,垛上花,江苏全线影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
39,国产故事片,1105172020,448,生命单行线,北京喜顺影红影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
40,国产故事片,1105222020,451,凿空者之使者之命,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
41,国产故事片,1105212020,454,凿空者之白城魔女,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
42,国产故事片,1105432020,472,谁能背我飞行,甘肃表是文化传播集团股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
43,国产故事片,1105442020,473,村里来了个洋媳妇,河北任意飞文化传媒有限责任公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
44,国产故事片,1105562020,480,京武侠影,北京新时空文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
45,国产故事片,1105672020,486,卫士,浏阳华寰影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
46,国产故事片,1105702020,489,九州青荇纪,北京易生影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
47,国产故事片,1105842020,494,侠探白玉堂之诡狼奇案,安徽子昂影视文化传播有限责任公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
48,国产故事片,1105602020,499,人潮汹涌,上海艺言堂影视文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
49,国产故事片,1105862020,504,村长打工,江苏宇环国际文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
50,国产故事片,1105892020,511,大事,安徽美好时代影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
51,国产故事片,1106032020,514,九幽寻宝录,宜宾嘉娱盛世影业传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
52,国产故事片,1105202020,520,你好，李焕英,北京京西文化旅游股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2829.shtml,2021年电影公映许可证发放公示（国产故事片第一批）,2021-02-05
1,国产动画片,001b03232020,电审动字[2019]第040号,胡柚娃,浙江吉盛文化传播有限责任公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
2,国产动画片,001b03572020,电审动字[2019]第041号,大自然审判历险记,青岛七彩环影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
3,国产动画片,001b03602020,电审动字[2019]第048号,猪迪克之蓝海奇缘,北京万马影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
4,国产动画片,001b01302020,电审动字[2020]第005号,龙神之子,安徽星动卡通影视有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
5,国产动画片,001b03252020,电审动字[2020]第006号,平定务得（高州木偶戏）,茂名颜圣源文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
6,国产动画片,001b03262020,电审动字[2020]第007号,建树良德（高州木偶戏）,茂名颜圣源文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
7,国产动画片,001b03582020、001c03582020,电审动字[2020]第011号,恐龙飞车,常州春晖动画有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
8,国产动画片,001b01622020,电审动字[2020]第014号,新愚公移山,上海炫动传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
9,国产动画片,001b03282020,电审动字[2020]第015号,冼太传奇·招贤纳士（高州木偶戏）,茂名颜圣源文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
10,国产动画片,001b03272020,电审动字[2020]第016号,冼太传奇·人欢神欣（高州木偶戏）,茂名颜圣源文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
11,国产动画片,001b03242020,电审动字[2020]第017号,冼太传奇·祸福相依（高州木偶戏）,茂名颜圣源文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
12,国产动画片,001b03032020、001c03032020,电审动字[2020]第018号,飞奔去月球,上海众明优影影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
13,国产动画片,001b03202020,电审动字[2020]第019号,西游鱼之海底大冒险,山西菲尔幕文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
14,国产动画片,001c02792020、001d02792020,电审动字[2020]第020号,新神榜：哪吒重生,追光人动画设计（北京）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
15,国产动画片,001b04552020、001c04552020、001i04552020、001j04552020,电审动字[2020]第022号,许愿神龙,北京耀莱影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
16,国产动画片,001c04162020、001l04162020,电审动字[2020]第023号,魔法鼠乐园,锋尚锐志（宁波）影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
17,国产动画片,001b04532020,电审动字[2020]第024号,蔬菜不寂寞之超能水晶,武汉天娱动画设计有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
18,国产动画片,001b04152020,电审动字[2020]第025号,奇妙王国之魔法奇缘,安徽蓝亭影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
19,国产动画片,001b04822020、001c04822020,电审动字[2020]第028号,潜艇总动员：地心游记,深圳市环球数码影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
20,国产动画片,001b04482020、001h04482020,电审动字[2020]第033号,最可爱的人,中国电影股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
21,国产动画片,001b04832020,电审动字[2020]第034号,海底小纵队：火焰之环,万达影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
22,国产动画片,001b04902020,电审动字[2020]第035号,风来风去,杭州明朗影视制作有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
23,国产动画片,001b04842020,电审动字[2020]第036号,反击者,交城县夏鹏动画设计工作室,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
24,国产动画片,001b04882020,电审动字[2020]第037号,太空熊猫英雄诞生,安徽娱连影业文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2813.shtml,2020年电影公映许可证发放公示（国产动画片、纪录片、科教片、...,2021-01-25
